,Street,City,State,Zip
525,234 S FRANKLIN AVE,Ames,IA,50014.0
526,4014 DAWES DR,Ames,IA,50010.0
527,1107 LINCOLN WAY,Ames,IA,50010.0
528,415 PAULSON DR,Ames,IA,50010.0
529,5140 EMERSON DR,Ames,IA,50014.0
530,817 HODGE AVE,Ames,IA,50010.0
531,209 HOWARD AVE,Ames,IA,50014.0
532,234 PARKRIDGE CIR,Ames,IA,50014.0
533,4818 WALLER ST,Ames,IA,50014.0
534,702 CRYSTAL ST,Ames,IA,50010.0
535,413 TEAGARDEN DR,Ames,IA,50010.0
536,3827 BRICKMAN AVE,Ames,IA,50010.0
537,1910 STEVENSON DR,Ames,IA,50010.0
538,1119 JOHNSON ST,Ames,IA,50010.0
539,2509 BRADFORD DR,Ames,IA,50010.0
540,627 RIVER OAK DR,Ames,IA,50010.0
541,1310 ALABAMA LN,Ames,IA,50014.0
542,908 POE AVE,Ames,IA,50014.0
543,1915 STEVENSON DR,Ames,IA,50010.0
544,1603 CARROLL AVE,Ames,IA,50010.0
545,1006 VERMONT CT,Ames,IA,50014.0
546,1437 TRUMAN PL,Ames,IA,50010.0
548,521 ELY CIR,Ames,IA,50010.0
549,4804 WESTBEND DR,Ames,IA,50014.0
550,200 WELLONS DR 202,Ames,IA,50014.0
551,1505 NORTH DAKOTA AVE,Ames,IA,50014.0
552,2226 HAYES AVE,Ames,IA,50010.0
553,5200 CERVANTES DR,Ames,IA,50014.0
554,3014 ASPEN RD,Ames,IA,50014.0
555,238 VILLAGE DR 240,Ames,IA,50014.0
556,3402 JEWEL DR,Ames,IA,50010.0
557,917 TENNYSON AVE,Ames,IA,50014.0
558,3033 STOCKBURY ST,Ames,IA,50010.0
559,2609 GREEN HILLS DR,Ames,IA,50014.0
560,720 10TH ST,Ames,IA,50010.0
561,519 NORTHWESTERN AVE 521,Ames,IA,50010.0
562,2009 BUCHANAN DR,Ames,IA,50010.0
563,704 GARNET DR,Ames,IA,50010.0
564,1912 BEL AIR DR,Ames,IA,50010.0
566,4614 WEBSTER ST,Ames,IA,50014.0
567,4915 SCHUBERT ST,Ames,IA,50014.0
568,4018 QUEBEC ST,Ames,IA,50014.0
569,4639 HEMINGWAY DR,Ames,IA,50014.0
570,2026 JENSEN AVE,Ames,IA,50010.0
571,3133 SYCAMORE RD,Ames,IA,50014.0
572,121 S RUSSELL AVE,Ames,IA,50010.0
573,3334 SOUTHDALE DR,Ames,IA,50010.0
574,926 IDAHO AVE,Ames,IA,50014.0
575,2624 COTTONWOOD RD,Ames,IA,50014.0
576,2321 BAKER ST,Ames,IA,50014.0
577,3319 TRIPP ST,Ames,IA,50014.0
578,5332 TABOR DR,Ames,IA,50014.0
579,1711 TOP O HOLLOW RD,Ames,IA,50010.0
580,2517 CLAYTON DR,Ames,IA,50010.0
581,4101 VALLEY VIEW RD,Ames,IA,50010.0
582,300 KEN MARIL RD,Ames,IA,50010.0
583,203 S MAPLE AVE,Ames,IA,50010.0
584,2702 NORTHWOOD DR,Ames,IA,50010.0
585,4010 BRICKMAN AVE,Ames,IA,50010.0
586,1001 NORTH DAKOTA AVE 1003,Ames,IA,50014.0
587,117 16TH ST,Ames,IA,50010.0
588,3223 CULLEN DR,Ames,IA,50010.0
589,2616 DALTON ST,Ames,IA,50010.0
590,803 16TH ST,Ames,IA,50010.0
591,3322 EMERALD DR,Ames,IA,50010.0
592,2935 EISENHOWER AVE,Ames,IA,50010.0
593,3807 HOOVER AVE,Ames,IA,50010.0
594,3802 HOOVER AVE,Ames,IA,50010.0
595,2020 PINEHURST DR,Ames,IA,50010.0
596,1008 ARKANSAS AVE,Ames,IA,50014.0
597,5425 KANSAS DR,Ames,IA,50014.0
598,427 13TH ST,Ames,IA,50010.0
599,5421 CLEMENS BLVD,Ames,IA,50014.0
600,2908 WESTON DR,Ames,IA,50010.0
601,203 STATE AVE,Ames,IA,50014.0
602,2505 CLAYTON DR,Ames,IA,50010.0
603,4302 HARRISON CIR,Ames,IA,50010.0
604,1110 DELAWARE AVE,Ames,IA,50014.0
605,3334 MORNINGSIDE ST,Ames,IA,50014.0
606,5409 KANSAS DR,Ames,IA,50014.0
607,2512 KINGSTON DR,Ames,IA,50010.0
608,733 ARIZONA AVE,Ames,IA,50014.0
609,201 ROCKWELL AVE,Ames,IA,50014.0
610,115 E 14TH ST,Ames,IA,50010.0
611,1340 CALIFORNIA AVE,Ames,IA,50014.0
612,4120 LAURA CT,Ames,IA,50010.0
613,118 HARTFORD DR,Ames,IA,50014.0
614,3817 HOOVER AVE,Ames,IA,50010.0
615,1504 24TH ST,Ames,IA,50010.0
616,2800 ONTARIO ST,Ames,IA,50014.0
617,218 CRANE AVE,Ames,IA,50014.0
618,1709 BUCHANAN DR,Ames,IA,50010.0
619,2912 WOOD ST,Ames,IA,50014.0
620,3328 EMERALD DR,Ames,IA,50010.0
621,907 NORTH DAKOTA AVE,Ames,IA,50014.0
622,4221 CRESTMOOR AVE,Ames,IA,50010.0
623,5408 TABOR DR,Ames,IA,50014.0
624,2304 WESTWIND DR,Ames,IA,50010.0
625,1304 ALBERTA AVE,Ames,IA,50014.0
626,1303 KINYON CIR,Ames,IA,50010.0
627,829 RIDGEWOOD AVE,Ames,IA,50010.0
628,1516 MAXWELL AVE,Ames,IA,50010.0
629,3903 WESTLAWN DR,Ames,IA,50010.0
630,1530 CURTISS AVE,Ames,IA,50010.0
631,1203 KELLOGG AVE,Ames,IA,50010.0
632,3124 ALMOND RD,Ames,IA,50014.0
633,2909 WHITE OAK DR,Ames,IA,50014.0
634,618 16TH ST,Ames,IA,50010.0
635,1248 WISCONSIN AVE,Ames,IA,50014.0
636,2612 CLAYTON DR,Ames,IA,50010.0
637,2420 LAKESIDE DR,Ames,IA,50010.0
638,1113 KENNEDY ST,Ames,IA,50010.0
639,2741 CLEVELAND DR,Ames,IA,50010.0
640,1308 INDIANA AVE,Ames,IA,50014.0
641,1528 INDIANA AVE,Ames,IA,50014.0
642,813 WILSON AVE,Ames,IA,50010.0
643,3715 JEWEL DR,Ames,IA,50010.0
645,2511 YORKSHIRE ST,Ames,IA,50010.0
646,413 WELLONS CIR,Ames,IA,50014.0
647,2948 CYPRESS CIR,Ames,IA,50014.0
648,1501 ILLINOIS AVE,Ames,IA,50014.0
649,3219 ROSS RD,Ames,IA,50014.0
650,5510 KANSAS DR,Ames,IA,50014.0
651,1208 TRUMAN PL,Ames,IA,50010.0
652,2303 MELROSE AVE,Ames,IA,50010.0
653,1115 KENNEDY ST,Ames,IA,50010.0
654,1516 NEBRASKA AVE,Ames,IA,50014.0
655,2029 PRAIRIE VIEW EAST,Ames,IA,50010.0
656,411 OPAL CIR 413,Ames,IA,50010.0
657,621 CARR DR,Ames,IA,50010.0
658,3613 ANNEAR ST,Ames,IA,50014.0
659,622 RIDGEWOOD AVE,Ames,IA,50010.0
660,1717 BUCHANAN DR,Ames,IA,50010.0
661,1112 CLARK AVE,Ames,IA,50010.0
662,2525 KINGSTON DR,Ames,IA,50010.0
663,707 BEACH AVE,Ames,IA,50014.0
664,1405 ARTHUR DR,Ames,IA,50010.0
665,2313 WESTWIND DR,Ames,IA,50010.0
666,1218 JEFFERSON ST,Ames,IA,50010.0
667,215 WELLONS DR,Ames,IA,50014.0
668,4321 STONE BROOKE RD,Ames,IA,50010.0
669,2320 SUNCREST DR,Ames,IA,50014.0
671,2816 NORTHRIDGE LN,Ames,IA,50010.0
672,621 11TH ST 619,Ames,IA,50010.0
673,2985 MONROE DR,Ames,IA,50010.0
674,1531 LINDEN DR,Ames,IA,50010.0
675,3330 JEWEL DR,Ames,IA,50010.0
676,3203 HARRISON RD,Ames,IA,50010.0
677,627 CRYSTAL ST,Ames,IA,50010.0
678,3472 SOUTHDALE DR,Ames,IA,50010.0
679,4301 HARRISON CIR,Ames,IA,50010.0
680,2307 CLAYTON DR,Ames,IA,50010.0
681,2944 MONROE DR,Ames,IA,50010.0
682,916 NORTHWESTERN AVE,Ames,IA,50010.0
683,1217 CURTISS AVE,Ames,IA,50010.0
685,3520 STORY ST,Ames,IA,50014.0
686,1204 MARSTON AVE,Ames,IA,50010.0
687,221 TODD CIR,Ames,IA,50014.0
688,2103 MELROSE AVE,Ames,IA,50010.0
689,5008 EMERSON DR,Ames,IA,50014.0
690,4203 TORONTO ST 4205,Ames,IA,50014.0
691,609 MEADOW PL,Ames,IA,50010.0
694,5333 CERVANTES DR,Ames,IA,50014.0
695,4901 WALLER ST,Ames,IA,50014.0
696,1322 STAFFORD AVE,Ames,IA,50010.0
697,3038 HARRISON RD,Ames,IA,50010.0
698,5315 THACKERAY DR,Ames,IA,50014.0
699,1922 ROOSEVELT AVE,Ames,IA,50010.0
700,3732 ONTARIO ST,Ames,IA,50014.0
701,2421 LAKESIDE DR,Ames,IA,50010.0
702,4410 PHOENIX ST,Ames,IA,50014.0
703,2008 PINEHURST DR,Ames,IA,50010.0
704,723 GARNET DR,Ames,IA,50010.0
705,1607 PIERCE CIR,Ames,IA,50010.0
706,206 ABRAHAM DR,Ames,IA,50014.0
707,5404 MARYLAND ST,Ames,IA,50014.0
708,1810 GEORGE ALLEN AVE,Ames,IA,50010.0
709,1407 PANORAMIC CT,Ames,IA,50010.0
710,3442 SOUTHDALE DR,Ames,IA,50010.0
711,719 MEADOW PL,Ames,IA,50010.0
712,115 E 7TH ST,Ames,IA,50010.0
713,2902 HARRISON RD,Ames,IA,50010.0
714,103 S RUSSELL AVE,Ames,IA,50010.0
715,3816 HYDE AVE,Ames,IA,50010.0
716,1116 BURNETT AVE 1118,Ames,IA,50010.0
717,214 E 16TH ST,Ames,IA,50010.0
718,2717 HAMPTON ST,Ames,IA,50010.0
719,2315 DUFF AVE,Ames,IA,50010.0
721,823 YUMA AVE,Ames,IA,50014.0
722,4539 HEMINGWAY DR,Ames,IA,50014.0
723,4532 CLEMENS BLVD,Ames,IA,50014.0
724,4606 CLEMENS BLVD,Ames,IA,50014.0
725,3311 PRESTON CIR,Ames,IA,50010.0
726,503 BROWN CT,Ames,IA,50014.0
727,822 YUMA AVE,Ames,IA,50014.0
728,601 JEWEL DR,Ames,IA,50010.0
729,3112 WESTON DR,Ames,IA,50010.0
730,5449 FROST DR,Ames,IA,50014.0
731,510 E 14TH ST,Ames,IA,50010.0
732,217 20TH ST,Ames,IA,50010.0
733,1926 HUNZIKER DR,Ames,IA,50010.0
734,313 E 16TH ST,Ames,IA,50010.0
735,1410 CALIFORNIA AVE,Ames,IA,50014.0
736,309 COLORADO CIR,Ames,IA,50014.0
737,5423 THACKERAY DR,Ames,IA,50014.0
738,4014 EDGEWATER DR,Ames,IA,50010.0
739,1212 CARROLL AVE,Ames,IA,50010.0
740,1149 OKLAHOMA DR,Ames,IA,50014.0
741,209 17TH ST,Ames,IA,50010.0
742,2723 BRISTOL DR,Ames,IA,50010.0
743,2108 STEVENSON DR,Ames,IA,50010.0
744,1209 MARSTON AVE,Ames,IA,50010.0
745,3318 JEWEL DR,Ames,IA,50010.0
746,4923 HEMINGWAY DR,Ames,IA,50014.0
748,4205 WEMBLEY AVE,Ames,IA,50010.0
749,2810 NORTHRIDGE LN,Ames,IA,50010.0
750,2703 PIERCE AVE,Ames,IA,50010.0
751,4117 APLIN RD,Ames,IA,50014.0
752,1018 CURTISS AVE,Ames,IA,50010.0
753,2813 BRISTOL DR,Ames,IA,50010.0
754,1640 CARROLL AVE,Ames,IA,50010.0
755,5313 CLEMENS BLVD,Ames,IA,50014.0
756,305 TOPAZ CT,Ames,IA,50010.0
757,1214 ROOSEVELT AVE,Ames,IA,50010.0
758,1209 GRAND AVE,Ames,IA,50010.0
759,2718 LUTHER DR,Ames,IA,50010.0
760,3629 FLETCHER BLVD,Ames,IA,50010.0
761,509 9TH ST,Ames,IA,50010.0
762,618 CARROLL AVE,Ames,IA,50010.0
763,3508 JEWEL DR,Ames,IA,50010.0
764,1214 N 3RD ST,Ames,IA,50010.0
765,2036 WYNGATE DR,Ames,IA,50010.0
766,111 9TH ST,Ames,IA,50010.0
767,5250 SCHUBERT ST,Ames,IA,50014.0
768,3109 GROVE AVE,Ames,IA,50010.0
769,425 15TH ST,Ames,IA,50010.0
770,4551 TWAIN CIR,Ames,IA,50014.0
771,2515 DALTON ST,Ames,IA,50010.0
772,2613 DUFF AVE,Ames,IA,50010.0
773,1411 ROOSEVELT AVE,Ames,IA,50010.0
774,4106 WELBECK DR,Ames,IA,50010.0
775,3302 EMERALD DR,Ames,IA,50010.0
776,2215 KELLOGG AVE,Ames,IA,50010.0
777,3130 GREENWOOD RD,Ames,IA,50014.0
778,830 WILSON AVE,Ames,IA,50010.0
779,2878 GREENSBORO CIR,Ames,IA,50010.0
780,3332 STOCKBURY ST,Ames,IA,50010.0
781,1304 GARFIELD AVE,Ames,IA,50014.0
782,2110 BARR DR,Ames,IA,50010.0
783,3907 WESTLAWN DR,Ames,IA,50010.0
784,1530 STONE BROOKE RD,Ames,IA,50010.0
785,5430 FROST DR,Ames,IA,50014.0
786,3323 JEFFERSON CIR,Ames,IA,50010.0
787,3828 WINDSOR CT,Ames,IA,50014.0
788,1224 LINCOLN WAY,Ames,IA,50010.0
789,3925 ROSS RD,Ames,IA,50014.0
790,632 MEADOW PL,Ames,IA,50010.0
791,2925 ROSS RD,Ames,IA,50014.0
792,2311 CAMDEN DR,Ames,IA,50010.0
793,2811 ASPEN RD,Ames,IA,50010.0
794,4520 CLEMENS BLVD,Ames,IA,50014.0
795,2619 KELLOGG AVE,Ames,IA,50010.0
796,2607 YORKSHIRE ST,Ames,IA,50010.0
798,148 S FRANKLIN AVE,Ames,IA,50014.0
799,4126 LAURA CT,Ames,IA,50010.0
800,1358 BARKLEY CT,Ames,IA,50010.0
801,839 POE AVE,Ames,IA,50014.0
802,603 ASH AVE,Ames,IA,50014.0
803,5426 TENNESSEE ST,Ames,IA,50014.0
804,1414 SUMMIT AVE,Ames,IA,50010.0
805,916 DUFF AVE,Ames,IA,50010.0
806,3823 COLUMBINE AVE,Ames,IA,50010.0
807,1952 WYNGATE DR,Ames,IA,50010.0
808,3448 SOUTHDALE DR,Ames,IA,50010.0
809,2328 BAKER ST,Ames,IA,50014.0
810,5408 CLEMENS BLVD,Ames,IA,50014.0
811,5115 CLEMENS BLVD,Ames,IA,50014.0
812,1207 N 2ND ST,Ames,IA,50010.0
813,2313 MCKINLEY CIR,Ames,IA,50010.0
814,3107 STOCKBURY ST,Ames,IA,50010.0
815,601 GARDEN RD,Ames,IA,50010.0
816,2006 KILDEE ST,Ames,IA,50014.0
817,1346 BARKLEY CT,Ames,IA,50010.0
818,608 DURRELL CIR,Ames,IA,50010.0
819,2823 ASPEN RD,Ames,IA,50010.0
820,4120 VALLEY VIEW RD,Ames,IA,50010.0
821,911 MAXWELL AVE,Ames,IA,50010.0
822,3310 OPAL DR 3312,Ames,IA,50010.0
823,1002 VERMONT CT,Ames,IA,50014.0
824,3900 WINDSOR CT,Ames,IA,50014.0
825,1102 IDAHO AVE,Ames,IA,50014.0
826,107 GARDEN RD,Ames,IA,50010.0
827,4616 HEMINGWAY DR,Ames,IA,50014.0
828,3026 ROXBORO DR,Ames,IA,50010.0
830,832 GRAND AVE,Ames,IA,50010.0
831,1532 BURNETT AVE,Ames,IA,50010.0
832,1122 WHEELER ST,Ames,IA,50010.0
833,1406 JOHNSON ST,Ames,IA,50010.0
834,3032 BURNHAM DR,Ames,IA,50010.0
835,1425 TRUMAN PL,Ames,IA,50010.0
836,2417 GRANT CIR,Ames,IA,50010.0
837,126 24TH ST,Ames,IA,50010.0
838,515 E 13TH ST,Ames,IA,50010.0
839,3016 BECKLEY ST,Ames,IA,50010.0
840,3805 DAWES DR,Ames,IA,50010.0
841,227 DOTSON DR,Ames,IA,50014.0
842,3821 MARIGOLD DR,Ames,IA,50014.0
843,2721 BURR OAK CIR,Ames,IA,50014.0
844,3016 ALMOND RD,Ames,IA,50014.0
845,1511 GLENDALE AVE,Ames,IA,50010.0
846,636 GARDEN RD,Ames,IA,50010.0
847,1605 ROOSEVELT AVE,Ames,IA,50010.0
848,5213 CERVANTES DR,Ames,IA,50014.0
849,1326 DOUGLAS AVE,Ames,IA,50010.0
850,1101 MAXWELL AVE,Ames,IA,50010.0
851,1411 GLENDALE AVE,Ames,IA,50010.0
852,2520 CLAYTON DR,Ames,IA,50010.0
853,1902 BEL AIR CIR,Ames,IA,50010.0
854,201 E 13TH ST,Ames,IA,50010.0
856,1318 WISCONSIN CIR,Ames,IA,50014.0
857,5103 KANSAS DR,Ames,IA,50014.0
858,2606 CLAYTON DR,Ames,IA,50010.0
859,3401 SOUTHDALE DR,Ames,IA,50010.0
860,2913 ARROWWOOD CIR,Ames,IA,50014.0
861,3100 DIAMOND ST,Ames,IA,50010.0
862,608 E 14TH ST,Ames,IA,50010.0
863,306 ROCKWELL AVE,Ames,IA,50014.0
864,1328 GARFIELD AVE,Ames,IA,50014.0
865,718 WILDER BLVD,Ames,IA,50014.0
866,619 POE AVE,Ames,IA,50014.0
867,3218 WESTON DR,Ames,IA,50010.0
868,5014 CLEMENS BLVD,Ames,IA,50014.0
869,1219 GARFIELD CIR,Ames,IA,50014.0
870,4009 EISENHOWER AVE,Ames,IA,50010.0
871,1624 BUCHANAN DR,Ames,IA,50010.0
872,217 E 16TH ST,Ames,IA,50010.0
873,903 POE AVE,Ames,IA,50014.0
874,1311 NEBRASKA AVE,Ames,IA,50014.0
875,2420 WELBECK DR,Ames,IA,50010.0
876,108 N RUSSELL AVE,Ames,IA,50010.0
877,818 CARROLL AVE 816,Ames,IA,50010.0
878,2504 EATON AVE,Ames,IA,50010.0
879,1509 TRUMAN DR,Ames,IA,50010.0
880,3818 VALLEY VIEW RD,Ames,IA,50010.0
881,2904 HARRISON RD,Ames,IA,50010.0
882,4008 BERKSHIRE AVE,Ames,IA,50010.0
883,2009 CESSNA ST,Ames,IA,50014.0
884,2304 VAN BUREN AVE,Ames,IA,50010.0
885,206 SANDBURG CT,Ames,IA,50014.0
886,5107 SCHUBERT ST,Ames,IA,50014.0
887,3904 STONE BROOKE CIR,Ames,IA,
888,3813 WELBECK DR,Ames,IA,50010.0
889,2408 WESTWIND DR,Ames,IA,50010.0
890,3418 WEST ST,Ames,IA,50014.0
891,5020 CLEMENS BLVD,Ames,IA,50014.0
892,217 15TH ST,Ames,IA,50010.0
893,3113 NORTHWOOD DR,Ames,IA,50010.0
895,1464 BRECKINRIDGE CT,Ames,IA,50010.0
896,1422 MAXWELL AVE,Ames,IA,50010.0
897,4915 WALLER ST,Ames,IA,50014.0
899,4701 HEMINGWAY DR,Ames,IA,50014.0
900,1424 WILSON AVE,Ames,IA,50010.0
901,328 S RUSSELL AVE,Ames,IA,50010.0
902,1119 ROOSEVELT AVE,Ames,IA,50010.0
903,2311 COTTONWOOD RD,Ames,IA,50014.0
904,1335 WILSON AVE,Ames,IA,50010.0
905,804 20TH ST,Ames,IA,50010.0
906,2738 SOMERSET DR,Ames,IA,50010.0
907,4027 ROSS RD,Ames,IA,50014.0
908,2505 KINGSTON DR,Ames,IA,50010.0
909,1005 CURTISS AVE,Ames,IA,50010.0
910,228 PARKRIDGE CIR,Ames,IA,50014.0
911,3220 KENT AVE,Ames,IA,50010.0
912,3432 OAKLAND ST,Ames,IA,50014.0
913,4017 VALLEY VIEW RD,Ames,IA,50010.0
914,1501 SUMMIT AVE,Ames,IA,50010.0
915,1924 BEL AIR DR,Ames,IA,50010.0
916,3425 ROSS RD,Ames,IA,50014.0
917,3010 TURQUOISE CIR,Ames,IA,50010.0
918,2410 EATON AVE,Ames,IA,50010.0
919,1909 ROOSEVELT AVE,Ames,IA,50010.0
920,2851 MONROE DR,Ames,IA,50010.0
921,4221 WEMBLEY AVE,Ames,IA,50010.0
922,3909 ARKANSAS DR,Ames,IA,50014.0
923,2409 WESTWIND DR,Ames,IA,50010.0
924,3405 POLARIS DR,Ames,IA,50010.0
925,109 S HYLAND AVE,Ames,IA,50014.0
926,2338 WESTWIND DR,Ames,IA,50010.0
927,618 AGG AVE,Ames,IA,50014.0
928,307 SCHUBERT CIR,Ames,IA,50014.0
929,821 RIDGEWOOD AVE,Ames,IA,50010.0
930,4133 TORONTO ST,Ames,IA,50014.0
931,1305 ALABAMA LN,Ames,IA,50014.0
932,1502 BUCHANAN DR,Ames,IA,50010.0
933,3038 REDBUD CIR,Ames,IA,50014.0
934,4127 ONTARIO ST,Ames,IA,50014.0
935,1114 N 4TH ST,Ames,IA,50010.0
936,2847 ASPEN RD,Ames,IA,50010.0
937,2704 MELROSE AVE,Ames,IA,50010.0
938,314 HARTFORD DR,Ames,IA,50014.0
939,3214 HARRISON RD,Ames,IA,50010.0
940,2866 TORREY PINES RD,Ames,IA,50010.0
941,3110 BAYBERRY RD,Ames,IA,50014.0
942,617 20TH ST,Ames,IA,50010.0
943,722 CLARK AVE,Ames,IA,50010.0
944,5419 SCHUBERT ST,Ames,IA,50014.0
945,1312 S 2ND ST,Ames,IA,50010.0
946,3226 SUMAC CIR,Ames,IA,50014.0
947,3309 EMERALD DR,Ames,IA,50010.0
949,2512 BRISTOL DR,Ames,IA,50010.0
950,2102 BARR DR,Ames,IA,50010.0
951,117 MCDONALD DR,Ames,IA,50014.0
952,711 RIDGEWOOD AVE,Ames,IA,50010.0
953,906 DELAWARE AVE,Ames,IA,50014.0
954,1317 GRAND AVE,Ames,IA,50010.0
955,618 STANTON AVE,Ames,IA,50014.0
956,5217 NEVADA CIR,Ames,IA,50014.0
957,300 ROCKWELL AVE,Ames,IA,50014.0
958,2018 CESSNA ST,Ames,IA,50014.0
959,3301 FOXLEY DR,Ames,IA,50010.0
960,607 CRYSTAL ST,Ames,IA,50010.0
961,3209 WOODLAND ST,Ames,IA,50014.0
962,2018 TAYLOR CIR,Ames,IA,50010.0
963,2838 MONROE DR,Ames,IA,50010.0
964,232 21ST ST,Ames,IA,50010.0
965,425 E 6TH ST,Ames,IA,50010.0
966,3642 STORY ST,Ames,IA,50014.0
967,1015 HARDING AVE,Ames,IA,50010.0
968,825 CLARK AVE,Ames,IA,50010.0
969,2127 MELROSE AVE,Ames,IA,50010.0
970,300 WELLONS DR,Ames,IA,50014.0
971,1005 YUMA AVE,Ames,IA,50014.0
972,1521 KELLOGG AVE,Ames,IA,50010.0
973,4922 SCHUBERT ST,Ames,IA,50014.0
974,324 ROCKWELL AVE,Ames,IA,50014.0
975,1327 DOUGLAS AVE,Ames,IA,50010.0
977,5308 KANSAS DR,Ames,IA,50014.0
978,1724 MEADOWLANE AVE,Ames,IA,50010.0
979,719 GARNET DR,Ames,IA,50010.0
980,2412 WESTWIND DR,Ames,IA,50010.0
981,5407 SCHUBERT ST,Ames,IA,50014.0
982,2809 BRISTOL DR,Ames,IA,50010.0
983,3817 WESTLAWN DR,Ames,IA,50010.0
984,1700 BEL AIR DR,Ames,IA,50010.0
985,3010 GROVE AVE,Ames,IA,50010.0
986,1249 24TH ST,Ames,IA,50010.0
987,3907 BERKSHIRE AVE,Ames,IA,50010.0
988,2818 OAKLAND ST,Ames,IA,50014.0
989,2023 WYNGATE DR,Ames,IA,50010.0
990,110 HUNZIKER CIR,Ames,IA,50010.0
991,3216 TUPELO CIR,Ames,IA,50014.0
992,4717 TWAIN ST,Ames,IA,50014.0
993,2609 CLAYTON DR,Ames,IA,50010.0
994,904 20TH ST 906,Ames,IA,50010.0
995,806 ARIZONA AVE,Ames,IA,50014.0
996,418 OPAL CIR,Ames,IA,50010.0
997,517 SMILEY AVE,Ames,IA,50014.0
998,1033 GASKILL DR,Ames,IA,50014.0
999,1823 CLARK AVE,Ames,IA,50010.0
1000,2537 EISENHOWER AVE,Ames,IA,50010.0
1001,3044 BURNHAM DR,Ames,IA,50010.0
1002,2506 BRISTOL DR,Ames,IA,50010.0
1003,1209 HARDING AVE,Ames,IA,50010.0
1004,3115 BALSAM CIR,Ames,IA,50014.0
1005,2306 RED OAK DR,Ames,IA,50014.0
1006,3517 OAKLAND ST,Ames,IA,50014.0
1007,1302 KELLOGG AVE,Ames,IA,50010.0
1008,216 FRANKLIN AVE,Ames,IA,50014.0
1009,2723 SOMERSET DR,Ames,IA,50010.0
1010,2910 NORTHWOOD DR,Ames,IA,50010.0
1011,2106 IRONWOOD CT,Ames,IA,50014.0
1012,2510 EATON AVE,Ames,IA,50010.0
1013,3330 MORNINGSIDE ST,Ames,IA,50014.0
1014,1311 BARKLEY CT,Ames,IA,50010.0
1015,4714 TWAIN ST,Ames,IA,50014.0
1016,719 GARDEN RD,Ames,IA,50010.0
1017,400 PEARSON AVE,Ames,IA,50014.0
1018,3701 BRIDGEPORT DR,Ames,IA,50010.0
1019,4811 WALLER ST,Ames,IA,50014.0
1020,406 KEN MARIL RD,Ames,IA,50010.0
1021,603 GARNET DR,Ames,IA,50010.0
1022,1020 ROOSEVELT AVE,Ames,IA,50010.0
1023,3911 WELBECK DR,Ames,IA,50010.0
1024,611 ASH AVE,Ames,IA,50014.0
1025,1122 JOHNSON ST,Ames,IA,50010.0
1026,803 13TH ST 805,Ames,IA,50010.0
1027,3827 PHOENIX ST,Ames,IA,50014.0
1028,214 HICKORY DR,Ames,IA,50014.0
1029,3431 ROSS RD,Ames,IA,50014.0
1030,3107 LINCOLN WAY,Ames,IA,50014.0
1031,2102 FURMAN DR,Ames,IA,50010.0
1032,2754 SOMERSET DR,Ames,IA,50010.0
1034,223 20TH ST,Ames,IA,50010.0
1035,2706 NORTHRIDGE PKWY,Ames,IA,50010.0
1036,2814 MONROE DR,Ames,IA,50010.0
1037,2406 RIDGETOP CIR,Ames,IA,50014.0
1038,5429 TENNESSEE ST,Ames,IA,50014.0
1039,1415 CLARK AVE,Ames,IA,50010.0
1040,622 11TH ST,Ames,IA,50010.0
1042,2803 BRISTOL DR,Ames,IA,50010.0
1043,2835 ASPEN RD,Ames,IA,50010.0
1044,301 ROCKWELL AVE,Ames,IA,50014.0
1045,3140 BURNHAM DR,Ames,IA,50010.0
1046,803 YUMA AVE 805,Ames,IA,50014.0
